1995 CSI #	CSI Description	2004 CSI #	CSI Description	Trade	Division #
446443	entrained flow gasification equipment	446443	entrained flow gasification equipment	Pollution & Waste Control	44 00 00
446453	plasma arc gasification equipment	446453	plasma arc gasification equipment	Pollution & Waste Control	44 00 00
446500	pyrolysis equipment	446500	pyrolysis equipment	Pollution & Waste Control	44 00 00
446600	hazardous waste and medical waste incinerators	446600	hazardous waste and medical waste incinerators	Pollution & Waste Control	44 00 00
446700	heat recovery equipment for waste thermal processing	446700	heat recovery equipment for waste thermal processing	Pollution & Waste Control	44 00 00
446800	synthesis gas cleanup and handling equipment	446800	synthesis gas cleanup and handling equipment	Pollution & Waste Control	44 00 00
450000	industry-specific manufacturing equipment	450000	industry-specific manufacturing equipment	Industry-Specific Manufacturing	45 00 00
450500	common work results for industry-specific manufacturing equipment	450500	common work results for industry-specific manufacturing equipment	Industry-Specific Manufacturing	45 00 00
450505	selective demolition for industry-specific manufacturing equipment	450505	selective demolition for industry-specific manufacturing equipment	Industry-Specific Manufacturing	45 00 00
450800	commissioning of industry-specific manufacturing equipment	450800	commissioning of industry-specific manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451100	oil and gas extraction equipment	451100	oil and gas extraction equipment	Industry-Specific Manufacturing	45 00 00
451101	operation and maintenance of oil and gas extraction equipment	451101	operation and maintenance of oil and gas extraction equipment	Industry-Specific Manufacturing	45 00 00
451106	schedules for oil and gas extraction equipment	451106	schedules for oil and gas extraction equipment	Industry-Specific Manufacturing	45 00 00
451110	user-defined oil and gas extraction equipment	451110	user-defined oil and gas extraction equipment	Industry-Specific Manufacturing	45 00 00
451200	user-defined oil and gas extraction equipment	451200	user-defined oil and gas extraction equipment	Industry-Specific Manufacturing	45 00 00
451300	mining machinery and equipment	451300	mining machinery and equipment	Industry-Specific Manufacturing	45 00 00
451301	operation and maintenance of mining machinery and equipment	451301	operation and maintenance of mining machinery and equipment	Industry-Specific Manufacturing	45 00 00
451306	schedules for mining machinery and equipment	451306	schedules for mining machinery and equipment	Industry-Specific Manufacturing	45 00 00
451310	user-defined mining machinery and equipment	451310	user-defined mining machinery and equipment	Industry-Specific Manufacturing	45 00 00
451400	user-defined mining machinery and equipment	451400	user-defined mining machinery and equipment	Industry-Specific Manufacturing	45 00 00
451500	food manufacturing equipment	451500	food manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451501	operation and maintenance of food manufacturing equipment	451501	operation and maintenance of food manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451506	schedules for food manufacturing equipment	451506	schedules for food manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451510	user-defined food manufacturing equipment	451510	user-defined food manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451600	user-defined food manufacturing equipment	451600	user-defined food manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451700	beverage and tobacco manufacturing equipment	451700	beverage and tobacco manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451701	operation and maintenance of beverage and tobacco manufacturing equipment	451701	operation and maintenance of beverage and tobacco manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451706	schedules for beverage and tobacco manufacturing equipment	451706	schedules for beverage and tobacco manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451710	user-defined beverage and tobacco manufacturing equipment	451710	user-defined beverage and tobacco manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451800	user-defined beverage and tobacco manufacturing equipment	451800	user-defined beverage and tobacco manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451900	textiles and apparel manufacturing equipment	451900	textiles and apparel manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451901	operation and maintenance of textiles and apparel manufacturing equipment	451901	operation and maintenance of textiles and apparel manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451906	schedules for textiles and apparel manufacturing equipment	451906	schedules for textiles and apparel manufacturing equipment	Industry-Specific Manufacturing	45 00 00
451910	user-defined textiles and apparel manufacturing equipment	451910	user-defined textiles and apparel manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452000	user-defined textiles and apparel manufacturing equipment	452000	user-defined textiles and apparel manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452100	leather and allied product manufacturing equipment	452100	leather and allied product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452101	operation and maintenance of leather and allied product manufacturing equipment	452101	operation and maintenance of leather and allied product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452106	schedules for leather and allied product manufacturing equipment	452106	schedules for leather and allied product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452110	user-defined leather and allied product manufacturing equipment	452110	user-defined leather and allied product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452200	user-defined leather and allied product manufacturing equipment	452200	user-defined leather and allied product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452300	wood product manufacturing equipment	452300	wood product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452301	operation and maintenance of wood product manufacturing equipment	452301	operation and maintenance of wood product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452306	schedules for wood product manufacturing equipment	452306	schedules for wood product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452310	user-defined wood product manufacturing equipment	452310	user-defined wood product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452400	user-defined wood product manufacturing equipment	452400	user-defined wood product manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452500	paper manufacturing equipment	452500	paper manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452501	operation and maintenance of paper manufacturing equipment	452501	operation and maintenance of paper manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452506	schedules for paper manufacturing equipment	452506	schedules for paper manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452510	user-defined paper manufacturing equipment	452510	user-defined paper manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452600	user-defined paper manufacturing equipment	452600	user-defined paper manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452700	printing and related manufacturing equipment	452700	printing and related manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452701	operation and maintenance of printing and related manufacturing equipment	452701	operation and maintenance of printing and related manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452706	schedules for printing and related manufacturing equipment	452706	schedules for printing and related manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452710	user-defined printing and related manufacturing equipment	452710	user-defined printing and related manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452800	user-defined printing and related manufacturing equipment	452800	user-defined printing and related manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452900	petroleum and coal products manufacturing equipment	452900	petroleum and coal products manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452901	operation and maintenance of petroleum and coal products manufacturing equipment	452901	operation and maintenance of petroleum and coal products manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452906	schedules for petroleum and coal products manufacturing equipment	452906	schedules for petroleum and coal products manufacturing equipment	Industry-Specific Manufacturing	45 00 00
452910	user-defined petroleum and coal products manufacturing equipment	452910	user-defined petroleum and coal products manufacturing equipment	Industry-Specific Manufacturing	45 00 00
453000	user-defined petroleum and coal products manufacturing equipment	453000	user-defined petroleum and coal products manufacturing equipment	Industry-Specific Manufacturing	45 00 00
453100	chemical manufacturing equipment	453100	chemical manufacturing equipment	Industry-Specific Manufacturing	45 00 00
453101	operation and maintenance of chemical manufacturing equipment	453101	operation and maintenance of chemical manufacturing equipment	Industry-Specific Manufacturing	45 00 00
453106	schedules for chemical manufacturing equipment	453106	schedules for chemical manufacturing equipment	Industry-Specific Manufacturing	45 00 00
453110	user-defined chemical manufacturing equipment	453110	user-defined chemical manufacturing equipment	Industry-Specific Manufacturing	45 00 00
453200	user-defined chemical manufacturing equipment	453200	user-defined chemical manufacturing equipment	Industry-Specific Manufacturing	45 00 00
453300	plastics and rubber manufacturing equipment	453300	plastics and rubber manufacturing equipment	Industry-Specific Manufacturing	45 00 00
453301	operation and maintenance of plastics and rubber manufacturing equipment	453301	operation and maintenance of plastics and rubber manufacturing equipment	Industry-Specific Manufacturing	45 00 00
